ts_code,symbol,name,enname,aliases
4585.TW,4585.TW,达明,,達明
4588.TW,4588.TW,玖鼎电力,,玖鼎電力
4590.TW,4590.TW,富田-创,,富田-創
4609.TWO,4609.TWO,唐锋,,唐鋒
4702.TWO,4702.TWO,中美实,,中美實
4706.TWO,4706.TWO,大恭,,
4707.TWO,4707.TWO,磐亚,,磐亞
4711.TWO,4711.TWO,永纯,,永純
4714.TWO,4714.TWO,永捷,,
4716.TWO,4716.TWO,大立,,
4720.TW,4720.TW,德渊,,德淵
4721.TWO,4721.TWO,美琪玛,,美琪瑪
4722.TW,4722.TW,国精化,,國精化
4726.TWO,4726.TWO,永昕,,
4728.TWO,4728.TWO,双美,,雙美
4729.TWO,4729.TWO,荧茂,,熒茂
4735.TWO,4735.TWO,豪展,,
4736.TW,4736.TW,泰博,,
4737.TW,4737.TW,华广,,華廣
4739.TW,4739.TW,康普,,
4741.TWO,4741.TWO,泓瀚,,
4743.TWO,4743.TWO,合一,,
4744.TWO,4744.TWO,皇将,,皇將
4745.TWO,4745.TWO,合富-KY,,
4746.TW,4746.TW,台耀,,
4747.TWO,4747.TWO,强生,,強生
4749.TWO,4749.TWO,新应材,,新應材
4754.TWO,4754.TWO,国碳科,,國碳科
4755.TW,4755.TW,三福化,,
4760.TWO,4760.TWO,勤凯,,勤凱
4763.TW,4763.TW,材料*-KY,,
4764.TW,4764.TW,双键,,雙鍵
4766.TW,4766.TW,南宝,,南寶
4767.TWO,4767.TWO,诚泰科技,,誠泰科技
4768.TWO,4768.TWO,晶呈科技,,
4770.TW,4770.TW,上品,,
4771.TW,4771.TW,望隼,,
4772.TWO,4772.TWO,台特化,,
4804.TWO,4804.TWO,大略-KY,,
4806.TWO,4806.TWO,桂田文创,,桂田文創
4807.TW,4807.TW,日成-KY,,
4903.TWO,4903.TWO,联光通,,聯光通
4904.TW,4904.TW,远传,,遠傳
4905.TWO,4905.TWO,台联电,,台聯電
4906.TW,4906.TW,正文,,
4907.TWO,4907.TWO,富宇,,
4908.TWO,4908.TWO,前鼎,,
4909.TWO,4909.TWO,新复兴,,新復興
4911.TWO,4911.TWO,德英,,
4912.TW,4912.TW,联德控股-KY,,聯德控股-KY
4915.TW,4915.TW,致伸,,
4916.TW,4916.TW,事欣科,,
4919.TW,4919.TW,新唐,,
4923.TWO,4923.TWO,力士,,
4924.TWO,4924.TWO,欣厚-KY,,
4927.TW,4927.TW,泰鼎-KY,,
4930.TW,4930.TW,灿星网,,燦星網
4931.TWO,4931.TWO,新盛力,,
4933.TWO,4933.TWO,友辉,,友輝
4934.TW,4934.TW,太极,,太極
4935.TW,4935.TW,茂林-KY,,
4938.TW,4938.TW,和硕,,和碩
4939.TWO,4939.TWO,亚电,,亞電
4942.TW,4942.TW,嘉彰,,
4943.TW,4943.TW,康控-KY,,
4946.TWO,4946.TWO,辣椒,,
4949.TW,4949.TW,有成精密,,
4950.TWO,4950.TWO,金耘国际,,金耘國際
4951.TWO,4951.TWO,精拓科,,
4952.TW,4952.TW,凌通,,
4953.TWO,4953.TWO,纬软,,緯軟
4956.TW,4956.TW,光𬭎,,光鋐
4958.TW,4958.TW,臻鼎-KY,,
4960.TW,4960.TW,诚美材,,誠美材
4961.TW,4961.TW,天钰,,天鈺
4966.TWO,4966.TWO,谱瑞-KY,,譜瑞-KY
4967.TW,4967.TW,十铨,,十銓
4968.TW,4968.TW,立积,,立積
4971.TWO,4971.TWO,IET-KY,,
4972.TWO,4972.TWO,汤石照明,,湯石照明
4973.TWO,4973.TWO,广颖,,廣穎
4974.TWO,4974.TWO,亚泰,,亞泰
4976.TW,4976.TW,佳凌,,
4977.TW,4977.TW,众达-KY,,眾達-KY
4979.TWO,4979.TWO,华星光,,華星光
4987.TWO,4987.TWO,科诚,,科誠
4989.TW,4989.TW,荣科,,榮科
4991.TWO,4991.TWO,环宇-KY,,環宇-KY
4994.TW,4994.TW,传奇,,傳奇
4995.TWO,4995.TWO,晶达,,晶達
4999.TW,4999.TW,鑫禾,,
5007.TW,5007.TW,三星,,
5009.TWO,5009.TWO,荣刚,,榮剛
5011.TWO,5011.TWO,久阳,,久陽
5013.TWO,5013.TWO,强新,,強新
5014.TWO,5014.TWO,建锠,,建錩
5015.TWO,5015.TWO,华祺,,華祺
5016.TWO,5016.TWO,松和,,
5201.TWO,5201.TWO,凯卫,,凱衛
5202.TWO,5202.TWO,力新,,
5203.TW,5203.TW,讯连,,訊連
5205.TWO,5205.TWO,中茂,,
5206.TWO,5206.TWO,坤悦,,坤悅
5209.TWO,5209.TWO,新鼎,,
5210.TWO,5210.TWO,宝硕,,寶碩
5211.TWO,5211.TWO,蒙恬,,
5212.TWO,5212.TWO,凌网,,凌網
5213.TWO,5213.TWO,亚昕,,亞昕
5215.TW,5215.TW,科嘉-KY,,
5220.TWO,5220.TWO,万达光电,,萬達光電
5222.TW,5222.TW,全讯,,全訊
5223.TWO,5223.TWO,安力-KY,,
5225.TW,5225.TW,东科-KY,,東科-KY
5227.TWO,5227.TWO,立凯-KY,,立凱-KY
5228.TWO,5228.TWO,钰铠,,鈺鎧
5230.TWO,5230.TWO,雷笛克光学,,雷笛克光學
5234.TW,5234.TW,达兴材料,,達興材料
5236.TWO,5236.TWO,凌阳创新,,凌陽創新
5243.TW,5243.TW,乙盛-KY,,
5244.TW,5244.TW,弘凯,,弘凱
5245.TWO,5245.TWO,智晶,,
5251.TWO,5251.TWO,天钺电,,天鉞電
5258.TW,5258.TW,虹堡,,
5263.TWO,5263.TWO,智崴,,
5269.TW,5269.TW,祥硕,,祥碩
5272.TWO,5272.TWO,笙科,,
5274.TWO,5274.TWO,信骅,,信驊
5276.TWO,5276.TWO,达辉-KY,,達輝-KY
5278.TWO,5278.TWO,尚凡*,,
5283.TW,5283.TW,禾联硕,,禾聯碩
5284.TW,5284.TW,jpp-KY,,
5285.TW,5285.TW,界霖,,
5287.TWO,5287.TWO,数字,,數字
5288.TW,5288.TW,丰祥-KY,,豐祥-KY
5289.TWO,5289.TWO,宜鼎,,
5291.TWO,5291.TWO,邑升,,邑昇
5292.TW,5292.TW,华懋,,華懋
5299.TWO,5299.TWO,杰力,,
5301.TWO,5301.TWO,宝得利,,寶得利
5302.TWO,5302.TWO,太欣,,
5306.TW,5306.TW,桂盟,,
5309.TWO,5309.TWO,系统电,,系統電
5310.TWO,5310.TWO,天刚,,天剛
5312.TWO,5312.TWO,宝岛科,,寶島科
5314.TWO,5314.TWO,世纪*,,世紀*
5315.TWO,5315.TWO,光联,,光聯
5321.TWO,5321.TWO,美而快,,
5324.TWO,5324.TWO,士开,,士開
5328.TWO,5328.TWO,华容,,華容
5340.TWO,5340.TWO,建荣,,建榮
5344.TWO,5344.TWO,立卫,,立衛
5345.TWO,5345.TWO,馥鸿,,馥鴻
5347.TWO,5347.TWO,世界,,
5348.TWO,5348.TWO,正能量智能,,
5351.TWO,5351.TWO,钰创,,鈺創
5353.TWO,5353.TWO,台林,,
5355.TWO,5355.TWO,佳总,,佳總
5356.TWO,5356.TWO,协益,,協益
5364.TWO,5364.TWO,力丽店,,力麗店
5371.TWO,5371.TWO,中光电,,中光電
5381.TWO,5381.TWO,合正,,
5386.TWO,5386.TWO,青云,,青雲
5388.TW,5388.TW,中磊,,
5392.TWO,5392.TWO,能率,,
5398.TWO,5398.TWO,慕康生医,,慕康生醫
5403.TWO,5403.TWO,中菲,,
5410.TWO,5410.TWO,国众,,國眾
5425.TWO,5425.TWO,台半,,
5426.TWO,5426.TWO,振发,,振發
5432.TWO,5432.TWO,新门,,新門
5434.TW,5434.TW,崇越,,
5438.TWO,5438.TWO,东友,,東友
5439.TWO,5439.TWO,高技,,
5443.TWO,5443.TWO,均豪,,
5450.TWO,5450.TWO,南良,,
5452.TWO,5452.TWO,佶优,,佶優
5455.TWO,5455.TWO,升益,,昇益
5457.TWO,5457.TWO,宣德,,
5460.TWO,5460.TWO,同协,,同協
5464.TWO,5464.TWO,霖宏,,
5465.TWO,5465.TWO,富骅,,富驊
5468.TWO,5468.TWO,凯钰,,凱鈺
5469.TW,5469.TW,瀚宇博,,
5471.TW,5471.TW,松翰,,
5474.TWO,5474.TWO,聪泰,,聰泰
5475.TWO,5475.TWO,德宏,,
5478.TWO,5478.TWO,智冠,,
5481.TWO,5481.TWO,新华,,新華
5483.TWO,5483.TWO,中美晶,,
5484.TW,5484.TW,慧友,,
5487.TWO,5487.TWO,通泰,,
5488.TWO,5488.TWO,松普,,
5489.TWO,5489.TWO,彩富,,
5490.TWO,5490.TWO,同亨,,
5493.TWO,5493.TWO,三联,,三聯
5498.TWO,5498.TWO,凯崴,,凱崴
5508.TWO,5508.TWO,永信建,,
5511.TWO,5511.TWO,德昌,,
5512.TWO,5512.TWO,力麒,,
5514.TWO,5514.TWO,三丰,,三豐
5515.TW,5515.TW,建国,,建國
5516.TWO,5516.TWO,双喜,,雙喜
5519.TW,5519.TW,隆大,,
5520.TWO,5520.TWO,力泰,,
5521.TW,5521.TW,工信,,
5522.TW,5522.TW,远雄,,遠雄
5523.TWO,5523.TWO,丰谦,,豐謙
5525.TW,5525.TW,顺天,,順天
5529.TWO,5529.TWO,巨升,,鉅陞
5530.TWO,5530.TWO,龙岩,,龍巖
5531.TW,5531.TW,乡林,,鄉林
5533.TW,5533.TW,皇鼎,,
5534.TW,5534.TW,长虹,,長虹
5536.TWO,5536.TWO,圣晖*,,聖暉*
5538.TW,5538.TW,东明-KY,,東明-KY
5543.TWO,5543.TWO,桓鼎-KY,,
5546.TW,5546.TW,永固-KY,,
5547.TWO,5547.TWO,久舜,,
5548.TWO,5548.TWO,安仓,,安倉
5601.TWO,5601.TWO,台联柜,,台聯櫃
5603.TWO,5603.TWO,陆海,,陸海
5604.TWO,5604.TWO,中连,,中連
5607.TW,5607.TW,远雄港,,遠雄港
5608.TW,5608.TW,四维航,,四維航
5609.TWO,5609.TWO,中菲行,,
5701.TWO,5701.TWO,剑湖山,,劍湖山
5703.TWO,5703.TWO,亚都,,亞都
5704.TWO,5704.TWO,老爷知,,老爺知
5706.TW,5706.TW,凤凰,,鳳凰
5864.TWO,5864.TWO,致和证,,致和證
5871.TW,5871.TW,中租-KY,,
5876.TW,5876.TW,上海商银,,上海商銀
5878.TWO,5878.TWO,台名,,
5880.TW,5880.TW,合库金,,合庫金
5902.TWO,5902.TWO,德记,,德記
5903.TWO,5903.TWO,全家,,
5904.TWO,5904.TWO,宝雅,,寶雅
5905.TWO,5905.TWO,南仁湖,,
5906.TW,5906.TW,台南-KY,,
5907.TW,5907.TW,大洋-KY,,
6005.TW,6005.TW,群益证,,群益證
6015.TWO,6015.TWO,宏远证,,宏遠證
6016.TWO,6016.TWO,康和证,,康和證
6020.TWO,6020.TWO,大展证,,大展證
6021.TWO,6021.TWO,美好证,,美好證
6023.TWO,6023.TWO,元大期,,
6024.TW,6024.TW,群益期,,
6026.TWO,6026.TWO,福邦证,,福邦證
6101.TWO,6101.TWO,宽鱼国际,,寬魚國際
6103.TWO,6103.TWO,合邦,,
6104.TWO,6104.TWO,创惟,,創惟
6108.TW,6108.TW,竞国,,競國
6109.TWO,6109.TWO,亚元,,亞元
6111.TWO,6111.TWO,光聚晶电,,光聚晶電
6112.TW,6112.TW,迈达特,,邁達特
6113.TWO,6113.TWO,亚矽,,亞矽
6114.TWO,6114.TWO,久威,,
6115.TW,6115.TW,镒胜,,鎰勝
6116.TW,6116.TW,彩晶,,
6117.TW,6117.TW,迎广,,迎廣
6118.TWO,6118.TWO,建达,,建達
6120.TW,6120.TW,达运,,達運
6121.TWO,6121.TWO,新普,,
6122.TWO,6122.TWO,擎邦,,
6123.TWO,6123.TWO,上奇,,
6124.TWO,6124.TWO,业强,,業強
6125.TWO,6125.TWO,广运,,廣運
6126.TWO,6126.TWO,信音,,
6127.TWO,6127.TWO,九豪,,
6128.TW,6128.TW,上福,,
6129.TWO,6129.TWO,普诚,,普誠
6130.TWO,6130.TWO,上亚科技,,上亞科技
6133.TW,6133.TW,金桥,,金橋
6134.TWO,6134.TWO,万旭,,萬旭
6136.TW,6136.TW,富尔特,,富爾特
6138.TWO,6138.TWO,茂达,,茂達
6139.TW,6139.TW,亚翔,,亞翔
6140.TWO,6140.TWO,讯达,,訊達
6141.TW,6141.TW,柏承,,
6142.TW,6142.TW,友劲,,友勁
6143.TWO,6143.TWO,振曜,,
6144.TWO,6144.TWO,得利影,,
6146.TWO,6146.TWO,耕兴,,耕興
6147.TWO,6147.TWO,颀邦,,頎邦
6148.TWO,6148.TWO,骅宏资,,驊宏資
6150.TWO,6150.TWO,撼讯,,撼訊
6151.TWO,6151.TWO,晋伦,,晉倫
6152.TW,6152.TW,百一,,
6153.TW,6153.TW,嘉联益,,嘉聯益
6154.TWO,6154.TWO,顺发,,順發
6155.TW,6155.TW,钧宝,,鈞寶
6156.TWO,6156.TWO,松上,,
6158.TWO,6158.TWO,禾昌,,
6160.TWO,6160.TWO,欣技,,
6161.TWO,6161.TWO,捷波,,
6163.TWO,6163.TWO,华电网,,華電網
6164.TW,6164.TW,华兴,,華興
6165.TW,6165.TW,浪凡,,
6166.TW,6166.TW,凌华,,凌華
6167.TWO,6167.TWO,久正,,
6168.TW,6168.TW,宏齐,,宏齊
6169.TWO,6169.TWO,昱泉,,
6170.TWO,6170.TWO,统振,,統振
6171.TWO,6171.TWO,大城地产,,大城地產
6173.TWO,6173.TWO,信昌电,,信昌電
6174.TWO,6174.TWO,安碁,,
6175.TWO,6175.TWO,立敦,,
6176.TW,6176.TW,瑞仪,,瑞儀
6177.TW,6177.TW,达丽,,達麗
6179.TWO,6179.TWO,亚通,,亞通
6180.TWO,6180.TWO,橘子,,
6182.TWO,6182.TWO,合晶,,
6183.TW,6183.TW,关贸,,關貿
6184.TW,6184.TW,大丰电,,大豐電
6185.TWO,6185.TWO,帏翔,,幃翔
6186.TWO,6186.TWO,新润,,新潤
6187.TWO,6187.TWO,万润,,萬潤
6188.TWO,6188.TWO,广明,,廣明
6189.TW,6189.TW,丰艺,,豐藝
6190.TWO,6190.TWO,万泰科,,萬泰科
6191.TW,6191.TW,精成科,,
6192.TW,6192.TW,巨路,,
6194.TWO,6194.TWO,育富,,
6195.TWO,6195.TWO,诗肯,,詩肯
6196.TW,6196.TW,帆宣,,
6197.TW,6197.TW,佳必琪,,
6198.TWO,6198.TWO,瑞筑,,瑞築
6199.TWO,6199.TWO,天品,,
6201.TW,6201.TW,亚弘电,,亞弘電
6202.TW,6202.TW,盛群,,
6203.TWO,6203.TWO,海韵电,,海韻電
6204.TWO,6204.TWO,艾华,,艾華
6205.TW,6205.TW,诠欣,,詮欣
6206.TW,6206.TW,飞捷,,飛捷
6207.TWO,6207.TWO,雷科,,
6208.TWO,6208.TWO,日扬,,日揚
6209.TW,6209.TW,今国光,,今國光
6210.TWO,6210.TWO,庆生,,慶生
6212.TWO,6212.TWO,理铭,,理銘
6213.TW,6213.TW,联茂,,聯茂
6214.TW,6214.TW,精诚,,精誠
6215.TW,6215.TW,和椿,,
6216.TW,6216.TW,居易,,
6217.TWO,6217.TWO,中探针,,中探針
6218.TWO,6218.TWO,豪勉,,
6219.TWO,6219.TWO,富旺,,
6220.TWO,6220.TWO,岳丰,,岳豐
6221.TWO,6221.TWO,晋泰,,晉泰
6222.TWO,6222.TWO,立轩,,立軒
6223.TWO,6223.TWO,旺矽,,
6224.TW,6224.TW,聚鼎,,
6225.TW,6225.TW,天瀚,,
6226.TW,6226.TW,光鼎,,
6227.TWO,6227.TWO,茂纶,,茂綸
6228.TWO,6228.TWO,全谱,,全譜
6229.TWO,6229.TWO,研通,,
6230.TW,6230.TW,尼得科超众,,尼得科超眾
6231.TWO,6231.TWO,系微,,
6233.TWO,6233.TWO,旺玖,,
6234.TWO,6234.TWO,高侨,,高僑
6235.TW,6235.TW,华孚,,華孚
6236.TWO,6236.TWO,中湛,,
6237.TWO,6237.TWO,骅讯,,驊訊
6239.TW,6239.TW,力成,,
6240.TWO,6240.TWO,松岗,,松崗
6241.TWO,6241.TWO,易通展,,
6242.TWO,6242.TWO,立康,,
6243.TW,6243.TW,迅杰,,
6244.TWO,6244.TWO,茂迪,,
6245.TWO,6245.TWO,立端,,
6246.TWO,6246.TWO,台龙,,臺龍
6248.TWO,6248.TWO,沛波,,
6257.TW,6257.TW,矽格,,
6259.TWO,6259.TWO,百徽,,
6261.TWO,6261.TWO,久元,,
6263.TWO,6263.TWO,普莱德,,普萊德
6264.TWO,6264.TWO,富裔,,
6265.TWO,6265.TWO,方土昶,,
6266.TWO,6266.TWO,泰咏,,泰詠
6269.TW,6269.TW,台郡,,
6270.TWO,6270.TWO,倍微,,
6271.TW,6271.TW,同欣电,,同欣電
6272.TW,6272.TW,骅升,,驊陞
6274.TWO,6274.TWO,台燿,,
6275.TWO,6275.TWO,元山,,
6276.TWO,6276.TWO,安钛克,,安鈦克
6277.TW,6277.TW,宏正,,
6278.TW,6278.TW,台表科,,
6279.TWO,6279.TWO,胡连,,胡連
6281.TW,6281.TW,全国电,,全國電
6282.TW,6282.TW,康舒,,
6283.TW,6283.TW,淳安,,
6284.TWO,6284.TWO,佳邦,,
6285.TW,6285.TW,启碁,,啟碁
6290.TWO,6290.TWO,良维,,良維
6291.TWO,6291.TWO,沛亨,,
6292.TWO,6292.TWO,迅德,,
6294.TWO,6294.TWO,智基,,
6405.TW,6405.TW,悦城,,悅城
6409.TW,6409.TW,旭隼,,
6411.TWO,6411.TWO,晶焱,,
6412.TW,6412.TW,群电,,群電
6414.TW,6414.TW,桦汉,,樺漢
6415.TW,6415.TW,矽力*-KY,,
6416.TW,6416.TW,瑞祺电通,,瑞祺電通
6417.TWO,6417.TWO,韦侨,,韋僑
6418.TWO,6418.TWO,咏升,,詠昇
6419.TWO,6419.TWO,京晨科,,
6423.TWO,6423.TWO,亿而得,,億而得
6425.TWO,6425.TWO,易发,,易發
6426.TW,6426.TW,统新,,統新
6431.TW,6431.TW,光丽-KY,,光麗-KY
6432.TWO,6432.TWO,今展科,,
6435.TWO,6435.TWO,大中,,
6438.TW,6438.TW,迅得,,
6441.TWO,6441.TWO,广锭,,廣錠
6442.TW,6442.TW,光圣,,光聖
6443.TW,6443.TW,元晶,,
6446.TW,6446.TW,药华药,,藥華藥
6449.TW,6449.TW,钰邦,,鈺邦
6451.TW,6451.TW,讯芯-KY,,訊芯-KY
6456.TW,6456.TW,GIS-KY,,
6461.TWO,6461.TWO,益得,,
6462.TWO,6462.TWO,神盾,,
6464.TW,6464.TW,台数科,,台數科
6465.TWO,6465.TWO,威润,,威潤
6469.TWO,6469.TWO,大树,,大樹
6470.TWO,6470.TWO,宇智,,
6472.TW,6472.TW,保瑞,,
6474.TWO,6474.TWO,华豫宁,,華豫寧
6477.TW,6477.TW,安集,,
6482.TWO,6482.TWO,弘煜科,,
6485.TWO,6485.TWO,点序,,點序
6486.TWO,6486.TWO,互动,,互動
6488.TWO,6488.TWO,环球晶,,環球晶|GlobalWafers
6491.TW,6491.TW,晶硕,,晶碩
6492.TWO,6492.TWO,生华科,,生華科
6494.TWO,6494.TWO,九齐,,九齊
6496.TWO,6496.TWO,科懋,,
6498.TWO,6498.TWO,久禾光,,
6499.TWO,6499.TWO,益安,,
6504.TW,6504.TW,南六,,
6505.TW,6505.TW,台塑化,,
6506.TWO,6506.TWO,双邦,,雙邦
6508.TWO,6508.TWO,惠光,,
6509.TWO,6509.TWO,聚和,,
6510.TWO,6510.TWO,精测,,精測
6512.TWO,6512.TWO,启发电,,啟發電
6515.TW,6515.TW,颖崴,,穎崴
6516.TWO,6516.TWO,勤崴国际,,勤崴國際
6517.TWO,6517.TWO,保胜光学,,保勝光學
6523.TWO,6523.TWO,达尔肤,,達爾膚
6525.TW,6525.TW,捷敏-KY,,
6526.TW,6526.TW,达发,,達發
6527.TWO,6527.TWO,明达医,,明達醫
6530.TWO,6530.TWO,创威,,創威
6531.TW,6531.TW,爱普*,,愛普*
6532.TWO,6532.TWO,瑞耘,,
6533.TW,6533.TW,晶心科,,
6534.TW,6534.TW,正瀚-创,,正瀚-創
6535.TWO,6535.TWO,顺药,,順藥
6538.TWO,6538.TWO,仓和,,倉和
6541.TW,6541.TW,泰福-KY,,
6542.TWO,6542.TWO,隆中,,
6546.TWO,6546.TWO,正基,,
6547.TWO,6547.TWO,高端疫苗,,
6548.TWO,6548.TWO,长科*,,長科*
6550.TW,6550.TW,北极星药业-KY,,北極星藥業-KY
6552.TW,6552.TW,易华电,,易華電
6556.TWO,6556.TWO,胜品,,勝品
6558.TW,6558.TW,兴能高,,興能高
6560.TWO,6560.TWO,欣普罗,,欣普羅
6561.TWO,6561.TWO,是方,,
6568.TWO,6568.TWO,宏观,,宏觀
6569.TWO,6569.TWO,医扬,,醫揚
6570.TWO,6570.TWO,维田,,維田
6573.TW,6573.TW,虹扬-KY,,虹揚-KY
6574.TWO,6574.TWO,霈方,,
6576.TWO,6576.TWO,逸达,,逸達
6577.TWO,6577.TWO,劲丰,,勁豐
6578.TWO,6578.TWO,达邦蛋白,,達邦蛋白
6579.TW,6579.TW,研扬,,研揚
6581.TW,6581.TW,钢联,,鋼聯
6582.TW,6582.TW,申丰,,申豐
6584.TWO,6584.TWO,南俊国际,,南俊國際
6585.TW,6585.TW,鼎基,,
6588.TWO,6588.TWO,东典光电,,東典光電
6589.TW,6589.TW,台康生技,,
6590.TWO,6590.TWO,普鸿,,普鴻
6591.TW,6591.TW,动力-KY,,動力-KY
6592.TW,6592.TW,和润企业,,和潤企業
6593.TWO,6593.TWO,台湾铭板,,台灣銘板
6596.TWO,6596.TWO,宽宏艺术,,寬宏藝術
6597.TWO,6597.TWO,立诚,,立誠
6598.TW,6598.TW,ABC-KY,,
6603.TWO,6603.TWO,富强鑫,,富強鑫
6605.TW,6605.TW,帝宝,,帝寶
6606.TW,6606.TW,建德工业,,建德工業
6609.TWO,6609.TWO,泷泽科,,瀧澤科
6612.TWO,6612.TWO,奈米医材,,奈米醫材
6613.TWO,6613.TWO,朋亿*,,朋億*
6614.TW,6614.TW,资拓宏宇,,資拓宏宇
6615.TWO,6615.TWO,慧智,,
6616.TWO,6616.TWO,特升-KY,,特昇-KY
6617.TWO,6617.TWO,共信-KY,,
6620.TWO,6620.TWO,汉达,,漢達
6624.TWO,6624.TWO,万年清,,萬年清
6625.TW,6625.TW,必应,,必應
6629.TWO,6629.TWO,泰金-KY,,
6637.TWO,6637.TWO,医影,,醫影
6640.TWO,6640.TWO,均华,,均華
6641.TW,6641.TW,基士德-KY,,
6642.TWO,6642.TWO,富致,,
6643.TWO,6643.TWO,M31,,
6645.TW,6645.TW,金万林-创,,金萬林-創
6649.TWO,6649.TWO,台生材,,
6651.TWO,6651.TWO,全宇昕,,
6654.TWO,6654.TWO,天正国际,,天正國際
6655.TW,6655.TW,科定,,
6657.TW,6657.TW,华安,,華安
6658.TW,6658.TW,联策,,聯策
6661.TWO,6661.TWO,威健生技,,
6662.TWO,6662.TWO,乐斯科,,樂斯科
6664.TWO,6664.TWO,群翊,,
6666.TW,6666.TW,罗丽芬-KY,,羅麗芬-KY
6667.TWO,6667.TWO,信纮科,,信紘科
6668.TW,6668.TW,中扬光,,中揚光
6669.TW,6669.TW,纬颖,,緯穎
6670.TW,6670.TW,复盛应用,,復盛應用
6671.TW,6671.TW,三能-KY,,
6672.TW,6672.TW,腾辉电子-KY,,騰輝電子-KY
6674.TW,6674.TW,𬭎宝科技,,鋐寶科技
6679.TWO,6679.TWO,钰太,,鈺太
6680.TWO,6680.TWO,鑫创电子,,鑫創電子
6683.TWO,6683.TWO,雍智科技,,
6684.TWO,6684.TWO,安格,,
6689.TW,6689.TW,伊云谷,,伊雲谷
6690.TWO,6690.TWO,安碁资讯,,安碁資訊
6691.TW,6691.TW,洋基工程,,
6692.TWO,6692.TWO,进能服,,進能服
6693.TWO,6693.TWO,广闳科,,廣閎科
6695.TW,6695.TW,芯鼎,,
6697.TWO,6697.TWO,东捷资讯,,東捷資訊
6698.TW,6698.TW,旭晖应材,,旭暉應材
6703.TWO,6703.TWO,轩郁,,軒郁
6706.TW,6706.TW,惠特,,
6708.TWO,6708.TWO,天擎,,
6712.TWO,6712.TWO,长圣,,長聖
6715.TW,6715.TW,嘉基,,
6716.TWO,6716.TWO,应广,,應廣
6719.TW,6719.TW,力智,,
6720.TWO,6720.TWO,久昌,,
6721.TWO,6721.TWO,信实,,信實
6722.TW,6722.TW,辉创,,輝創
6725.TWO,6725.TWO,矽科宏晟,,
6727.TWO,6727.TWO,亚泰金属,,亞泰金屬
6728.TWO,6728.TWO,上洋,,
6730.TWO,6730.TWO,常广,,常廣
6732.TWO,6732.TWO,升佳电子,,昇佳電子
6733.TWO,6733.TWO,博晟生医,,博晟生醫
6735.TWO,6735.TWO,美达科技,,美達科技
6739.TWO,6739.TWO,竹升科技,,竹陞科技
6741.TWO,6741.TWO,91APP*-KY,,
6742.TW,6742.TW,泽米,,澤米
6743.TW,6743.TW,安普新,,
6751.TWO,6751.TWO,智联服务,,智聯服務
6752.TWO,6752.TWO,叡扬,,叡揚
6753.TW,6753.TW,龙德造船,,龍德造船
6754.TW,6754.TW,汇侨设计,,匯僑設計
6756.TW,6756.TW,威锋电子,,威鋒電子
6757.TW,6757.TW,台湾虎航,,台灣虎航
6761.TWO,6761.TWO,稳得,,穩得
6762.TWO,6762.TWO,达亚,,達亞
6763.TWO,6763.TWO,绿界科技*,,綠界科技*
6767.TWO,6767.TWO,台微医,,台微醫
6768.TW,6768.TW,志强-KY,,志強-KY
6770.TW,6770.TW,力积电,,力積電
6771.TW,6771.TW,平和环保-创,,平和環保-創
6776.TW,6776.TW,展碁国际,,展碁國際
6781.TW,6781.TW,AES-KY,,
6782.TW,6782.TW,视阳,,視陽
6785.TWO,6785.TWO,昱展新药,,昱展新藥
6788.TWO,6788.TWO,华景电,,華景電
6789.TW,6789.TW,采钰,,采鈺
6790.TW,6790.TW,永丰实,,永豐實
6791.TWO,6791.TWO,虎门科技,,虎門科技
6792.TW,6792.TW,咏业,,詠業
6794.TW,6794.TW,向荣生技,,向榮生技
6796.TW,6796.TW,晋弘,,晉弘
6799.TW,6799.TW,来颉,,來頡
6803.TWO,6803.TWO,昆鼎,,崑鼎
6804.TWO,6804.TWO,明系,,明係
6805.TW,6805.TW,富世达,,富世達
6806.TW,6806.TW,森崴能源,,
6807.TW,6807.TW,峰源-KY,,
6811.TWO,6811.TWO,宏碁资讯,,宏碁資訊
6821.TWO,6821.TWO,联宝,,聯寶
6823.TWO,6823.TWO,滤能,,濾能
6829.TWO,6829.TWO,千附精密,,
6830.TW,6830.TW,泛铨,,汎銓
6831.TW,6831.TW,迈科,,邁科
6834.TW,6834.TW,天二科技,,
6835.TW,6835.TW,圆裕,,圓裕
6838.TW,6838.TW,台新药,,台新藥
6840.TWO,6840.TWO,东研信超,,東研信超
6841.TWO,6841.TWO,长佳智能,,長佳智能
6843.TWO,6843.TWO,进典,,進典
6844.TWO,6844.TWO,诺贝儿,,諾貝兒
6846.TWO,6846.TWO,绿茵,,綠茵
6854.TW,6854.TW,镎创科技-KY创,,錼創科技-KY創
6855.TWO,6855.TWO,数泓科,,數泓科
6856.TWO,6856.TWO,鑫传,,鑫傳
6859.TWO,6859.TWO,伯特光,,
6861.TW,6861.TW,睿生光电,,睿生光電
6862.TW,6862.TW,三集瑞-KY,,
6863.TW,6863.TW,永道-KY,,
6865.TWO,6865.TWO,伟康科技,,偉康科技
6869.TW,6869.TW,云豹能源,,雲豹能源
6870.TWO,6870.TWO,腾云,,騰雲
6872.TWO,6872.TWO,浩宇生医,,浩宇生醫
6873.TW,6873.TW,泓德能源,,
6874.TWO,6874.TWO,倍力,,
6875.TWO,6875.TWO,国邑*,,國邑*
